BANgentrifying_twitter,,,,,,,,,,,,,,,,,,,,,,,,
sfm_id,created_at,created_at_date,twitter_id,screen_name,followers_count,friends_count,retweet_count,hashtags,in_reply_to_screen_name,mentions,twitter_url,is_retweet_strict,is_retweet,action,target,attachments,location,other info,geocoordinates,text,url1,url1_expanded,url2,url2_expanded
420457,2018-03-07T05:00:21Z,03/07/2018,971249169053646850,BANgentrifying,897,236,16,,,"@CLOSErikers, @PiperAnderson1",http://twitter.com/BANgentrifying/status/971249169053646850,TRUE,TRUE,l,g,p,none,#Beyondthebars2018,,"RT @CLOSErikers: ""It is time for this country to reckon with the impact of mass incarceration"" @PiperAnderson1 on reparative justice #Beyon…",,,,
420458,2018-03-07T04:59:51Z,03/07/2018,971249041794306048,BANgentrifying,897,236,3,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/971249041794306048,TRUE,TRUE,c,n,up,62 Bleeker,Equalityforflatbush; www.equalityforflatbush.org,,"RT @EqualFlatbush: 📷 ¾ ACTION ALERT  -THE HEAT IS OFF AGAIN AT 62 BLEECKER For years, John Heredia has consistently denied... https://t.co/…",,,,
420459,2018-03-07T04:59:44Z,03/07/2018,971249013939998720,BANgentrifying,897,236,5,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/971249013939998720,TRUE,TRUE,d,g,p,"Brooklyn, NY",,Equalityforflatbush ,"RT @EqualFlatbush: 📷 BREAKING : Grand Putnam Tenants are on RENT STRIKE! ON 3/2/2018 The Grand Putnam Tenants Association,... https://t.co/…",,,,
420460,2018-03-07T04:59:40Z,03/07/2018,971248996420333568,BANgentrifying,897,236,189,,,@nwmalinowski,http://twitter.com/BANgentrifying/status/971248996420333568,TRUE,TRUE,l,g,p,New York City,,NYPD,"RT @nwmalinowski: During his first 6 years with NYPD, officer Raymond Marrero was accused of viciously beating one person, falsely arrestin…",,,,
420461,2018-03-07T04:59:19Z,03/07/2018,971248908025389056,BANgentrifying,897,236,3,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/971248908025389056,TRUE,TRUE,d,g,p,"Brooklyn, NY",,BAN; ,RT @EqualFlatbush: Pack Brooklyn Housing Court on March 7th to support a 693  Madison Street tenant leader  WHEN: March 7th  2018 WHERE: 14…,,,,
420462,2018-03-07T04:59:16Z,03/07/2018,971248896063221761,BANgentrifying,897,236,1,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/971248896063221761,TRUE,TRUE,c,c,p,none,,MYNYCLandLord,RT @EqualFlatbush: Please Come &amp; Sign  the petition to demand Isaac Hirsch &amp; JIH Builders Stop the Evictions and Harassment of The Tenants…,,,,
420463,2018-03-07T04:59:11Z,03/07/2018,971248874487721984,BANgentrifying,897,236,1,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/971248874487721984,TRUE,TRUE,d,b,f,none,,E4fsues,"RT @EqualFlatbush: Only $1,688 left to raise to meet our  $14,400 Goal by 3/9 !  Help us pay our attorneys and court fees .   Pls GIVE TODA…",,,,
420464,2018-03-07T04:58:18Z,03/07/2018,971248652114124802,BANgentrifying,897,236,0,,,@BKAlegal,http://twitter.com/BANgentrifying/status/971248652114124802,TRUE,TRUE,c,b,up,"Brooklyn, NY",,Brooklyn A(PPAREL),"RT @BKAlegal: Help us develop and sustain vibrant, healthy communities in Brooklyn and throughout New York City by buying our apparel. Ever…",,,,
420465,2018-03-07T04:57:36Z,03/07/2018,971248475777175552,BANgentrifying,897,236,0,,,,http://twitter.com/BANgentrifying/status/971248475777175552,FALSE,FALSE,c,c,p,"Manhattan, NY",,facebook,The next Brooklyn Anti-gentrification Network meeting is 3/12 at 7p at the Solidarity Center 147 West 24th Street -… https://t.co/YJdvyAgaag,https://t.co/YJdvyAgaag,https://twitter.com/i/web/status/971248475777175552,,
413140,2018-02-13T19:36:02Z,02/13/2018,963497009813643265,BANgentrifying,894,236,6,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/963497009813643265,TRUE,TRUE,c,c,p,none,,WeAreWiining,RT @EqualFlatbush: VICTORY !!!!Community raises ALL the money for Mr. Kamara &amp; American Star Hardware Store! Over 650 ppl gave &amp; are still…,,,,
413141,2018-02-13T19:35:55Z,02/13/2018,963496979253923841,BANgentrifying,894,236,4,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/963496979253923841,TRUE,TRUE,d,c,f,"Brooklyn, NY, East Flatbush","Equality for Flatbush, https://equalityforflatbush.tumblr.com/post/170842369162/victory-community-raises-all-the-money-for-mr",,RT @EqualFlatbush: 📷 VICTORY !!!!Community raises ALL the money for Mr. Kamara &amp; American Star Hardware Store! Over 650... https://t.co/8h8…,,,,
413142,2018-02-13T19:35:30Z,02/13/2018,963496875944022023,BANgentrifying,894,236,1,CrownHeights,BANgentrifying,@BANgentrifying,http://twitter.com/BANgentrifying/status/963496875944022023,FALSE,FALSE,l,c,p,"Brooklyn, NY, Crown Heights ","BANGentrification, #BrooklynisNotforSale",,@BANgentrifying is mobilizing for 2/13 CB9 meeting to SAY NO to potential REZONING plans for #CrownHeights!   Come… https://t.co/Vi3MqLjzVI,https://t.co/Vi3MqLjzVI,https://twitter.com/i/web/status/963496875944022023,,
413143,2018-02-13T19:34:29Z,02/13/2018,963496620393451521,BANgentrifying,894,236,11,"appropriation, displacement",,@yeampierre,http://twitter.com/BANgentrifying/status/963496620393451521,TRUE,TRUE,c,o,up,"Brooklyn, NY, Sunset Park ","#appropriation, #displacement, https://t.co/Tl2tOLv6n2?amp=1 ",,RT @yeampierre: Columbus would be so very proud- from #appropriation to #displacement these people are making their ancestors proud- while…,,,,
413144,2018-02-13T19:34:22Z,02/13/2018,963496588923588608,BANgentrifying,894,236,1,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/963496588923588608,TRUE,TRUE,c,h,o,"Brooklyn, NY, Flatbush, Kings Theater",,"#SOTC2018, EqualityforFlatbush","RT @EqualFlatbush: Reminder Tuesday, February 13th, 2018 5pm -8pm --- Join with housing, migrant rights, police accountability and anti-gen…",,,,
413145,2018-02-12T02:40:26Z,02/12/2018,962879036656619521,BANgentrifying,894,236,14,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/962879036656619521,TRUE,TRUE,c,b,f,"Brooklyn, NY, Crown Heights ",,https://t.co/ra3LN7bqFi?amp=1,"RT @EqualFlatbush: THANK U! WE ARE NOW at  $14,698!  We must raise $24,200 by 2/13. Have you given yet so that Mr. Kamara can buy the build…",,,,
413146,2018-02-10T01:05:06Z,02/10/2018,962130270534193154,BANgentrifying,894,236,13,,,@BklynDefender,http://twitter.com/BANgentrifying/status/962130270534193154,TRUE,TRUE,d,n,o,"Brooklyn, NY","Brooklyn Defender Services, https://t.co/EJ2azU07eH?amp=1 ",,RT @BklynDefender: We are hiring a staff attorney for our immigration practice. More info here: https://t.co/EJ2azU07eH?,https://t.co/EJ2azU07eH,https://www.idealist.org/en/nonprofit-job/683e112bf7c047c8b82e1c1e3d553d9c-staff-attorney-immigration-practice-brooklyn-defender-services-brooklyn,,
413147,2018-02-10T01:04:51Z,02/10/2018,962130207116316672,BANgentrifying,894,236,20,,,"@BKBailFund, @NashBailFund",http://twitter.com/BANgentrifying/status/962130207116316672,TRUE,TRUE,c,c,p,"Brooklyn, NY, Nashville, TN, ",,"#EndMoneyBail, https://t.co/AQe4EqhSa1?amp=1 ",RT @BKBailFund: Our comrade Gicola at @NashBailFund does incredible work - pumped to see this feature on her and the Nashville Bail Fund #E…,,,,
413148,2018-02-10T01:04:48Z,02/10/2018,962130192541147136,BANgentrifying,894,236,17,,,"@Met_Council, @ReformDOB, @94FranklinAve",http://twitter.com/BANgentrifying/status/962130192541147136,TRUE,TRUE,l,h,p,"Brooklyn, NY, Bedford-Stuyvesant",,"#CancelRent, https://t.co/S7n2trBoyq?amp=1",RT @Met_Council: City lets landlords run wild. Leaving Tenants in shelters @ReformDOB @94FranklinAve  https://t.co/S7n2trBoyq,https://t.co/S7n2trBoyq,https://www.nytimes.com/2018/02/08/nyregion/while-the-landlord-renovates-life-in-a-homeless-shelter.html,,
413149,2018-02-10T01:04:42Z,02/10/2018,962130170340675584,BANgentrifying,894,236,5,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/962130170340675584,TRUE,TRUE,d,c,p,"Brooklyn, NY, Flatbush, Kings Theater",,11226https://www.facebook.com/events/336007930220358/,RT @EqualFlatbush: Stop Criminalizing Immigrant Workers who Feed the City!                  Come and protest the injustices occurring towar…,,,,
413150,2018-02-10T01:04:37Z,02/10/2018,962130148496740352,BANgentrifying,894,236,6,CrownHeights,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/962130148496740352,TRUE,TRUE,d,c,f,"Brooklyn, NY, Flatbush, Crown Heights",,"#CrownHeights, https://t.co/ra3LN7bqFi?amp=1 ","RT @EqualFlatbush: WE JUST HIT $6,618 !!! THANK YOU   American Star Hardware Store in #CrownHeights needs to raise $24,200 to buy the build…",,,,
413151,2018-02-10T01:04:34Z,02/10/2018,962130134806515713,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/962130134806515713,TRUE,TRUE,d,h,o: phone number,"104 Empire Blvd., Brooklyn, NY; East Flatbush, Brooklyn, NY; Flatbush, Brooklyn, NY",Equality for Flatbush; http://www.equalityforflatbush.org,,RT @EqualFlatbush: 2/7/2018 Partial victory! A new stove has arrived at 104 Empire Boulevard. NOW where's the fridge?  pls continue to FLOO…,,,,
413152,2018-02-10T01:04:07Z,02/10/2018,962130021807722497,BANgentrifying,894,236,2,RightToKnowAct,,"@BKMovement, @changethenypd",http://twitter.com/BANgentrifying/status/962130021807722497,TRUE,TRUE,d,c,o: save the date,"Brooklyn Movement Center, Bed Stuy & Crown Heights, Brooklyn, NY","Brooklyn Movement Center; brooklynmovementcenter.org, Change The NYPD; linktr.ee/changethenypd",,RT @BKMovement: Save the date for the @changethenypd #RightToKnowAct Victory Party  - Celebrate City Council passage of consent to search l…,,,,
413153,2018-02-10T01:04:02Z,02/10/2018,962130001347907585,BANgentrifying,894,236,2,,,"@BKMovement, @BklynDeep, @veralynmedia",http://twitter.com/BANgentrifying/status/962130001347907585,TRUE,TRUE,c,c,p,"Brooklyn Movement Center, Bed Stuy & Crown Heights, Brooklyn, NY; Central Brooklyn","Brooklyn Movement Center; brooklynmovementcenter.org, Brooklyn Deep; brooklyndeep.org",,"RT @BKMovement: Our latest @BklynDeep Third Rail podcast is out! On this episode, we say goodbye to co-host @veralynmedia. We'll miss her,…",,,,
413154,2018-02-10T01:03:20Z,02/10/2018,962129823903731712,BANgentrifying,894,236,4,,,"@JenniferBlatus, @CVHaction",http://twitter.com/BANgentrifying/status/962129823903731712,TRUE,TRUE,c,h,up,"Douglas Houses, New York, NY; New York City Hall, NY",Community Voices Heard; cvhaction.org,,RT @JenniferBlatus: At City Hall w/ Carmen from @CVHaction who will be testifying at today’s NYCHA hearing. She woke up to NO WORKING WATER…,,,,
413155,2018-02-10T01:03:08Z,02/10/2018,962129774931046400,BANgentrifying,894,236,2,,,@slimhug,http://twitter.com/BANgentrifying/status/962129774931046400,TRUE,TRUE,c,c,p,none,thndr.me/cKrWT7,,RT @slimhug: I support the National Black Lives Matter Week of Action in Our Schools! https://t.co/it8vD4Ifik https://t.co/Zh1oKJNdsU,https://t.co/it8vD4Ifik,http://thndr.me/cKrWT7,,
413156,2018-02-10T01:02:57Z,02/10/2018,962129729259220993,BANgentrifying,894,236,4,,,@FUREEous,http://twitter.com/BANgentrifying/status/962129729259220993,TRUE,TRUE,c,a,up,"The Brooklyn Commons, 388 Atlantic Ave., Brooklyn, NY",FUREE; furee.org,,RT @FUREEous: FUREEous Youth Arts House [FYAH] Monthly Open Mic Presents: A Black History Month Tribute 2 Haiti &amp; Black Revolution-Haiti's…,,,,
413157,2018-02-10T01:02:30Z,02/10/2018,962129614268223488,BANgentrifying,894,236,4,,,"@stoprebny, @UPROSE",http://twitter.com/BANgentrifying/status/962129614268223488,TRUE,TRUE,d,h,o: flyer,"Trinity Lutheran Church, Social Hall, 4th Avenue between 45th and 46th Street","UPROSE; uprose.org, Stop REBNY Bullies; StopREBNYbullies.org",,"RT @stoprebny: Join @UPROSE this weekend for their ULURP workshop Sat, Feb 10th  10AM-12N Trinity Lutheran Church Social Hall 4th Ave. Btwn…",,,,
413158,2018-02-10T01:01:45Z,02/10/2018,962129425553920001,BANgentrifying,894,236,5,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/962129425553920001,TRUE,TRUE,d,b,f,"American Star Hardware Store, 1386 Saint Johns Pl., Brooklyn, NY",Equality for Flatbush; http://www.equalityforflatbush.org,,RT @EqualFlatbush: Save American Star Hardware Store a Black-migrant owned hardware store that has served  Crown Heights for over 20 years.…,,,,
413159,2018-02-10T01:01:32Z,02/10/2018,962129373997555712,BANgentrifying,894,236,2,,,,http://twitter.com/BANgentrifying/status/962129373997555712,FALSE,FALSE,d,h,o: flyer,"Carrol Community Garden, across the street from CB9 office at 890 Nostrand Ave. ",B.A.N.; bangentrification.org,,\\\CALL FOR VOLUNTEERS/// We need people to put up flyers &amp; call community members before the 13th! If you are able… https://t.co/gF9lbdparj,https://t.co/gF9lbdparj,https://twitter.com/i/web/status/962129373997555712,,
413160,2018-02-10T01:00:56Z,02/10/2018,962129220108537856,BANgentrifying,894,236,1,"JeromeAve, VoteNo",,"@EqualFlatbush, @BANgentrifying, @BronxCoalition",http://twitter.com/BANgentrifying/status/962129220108537856,TRUE,TRUE,c,h,up,"New York City Hall, City Hall Park, New York, NY; Jerome Ave., Bronx, NY","Equality for Flatbush; http://www.equalityforflatbush.org, B.A.N.; bangentrification.org, The Bronx Coalition for a Community Vision; bronxcommunityvision.org",,RT @EqualFlatbush: @BANgentrifying stands with @BronxCoalition against the rezoning of #JeromeAve #VoteNo https://t.co/TeB8rZpG3D,https://t.co/TeB8rZpG3D,https://twitter.com/BronxCoalition/status/961275123213963265,,
413161,2018-02-05T21:36:48Z,02/05/2018,960628297045610498,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628297045610498,TRUE,TRUE,,,,,,,RT @EqualFlatbush: YES ! Isaac Pollack is a RACIST SLUMLORD ! ARREST Racist Slumlord Isaac Pollack for Tenant… https://t.co/GhVEnHbucz,https://t.co/GhVEnHbucz,https://www.instagram.com/p/Be08hjUnp8e/,,
413162,2018-02-05T21:36:46Z,02/05/2018,960628288342364162,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628288342364162,TRUE,TRUE,,,,,,,RT @EqualFlatbush: FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he provides a NEW stove and… https://t.co/QLc5KYi5Oi,https://t.co/QLc5KYi5Oi,https://www.instagram.com/p/Be08nXlHWfD/,,
413163,2018-02-05T21:36:43Z,02/05/2018,960628278661910528,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628278661910528,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Report Isaac Pollack to the city for refusing to make Repairs &amp; Tenant Harassment : Call 311 or… https://t.co/q60mW0rz7j,https://t.co/q60mW0rz7j,https://www.instagram.com/p/Be08tWjnOoM/,,
413164,2018-02-05T21:36:41Z,02/05/2018,960628268947918848,BANgentrifying,894,236,1,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628268947918848,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Report Isaac Pollack to the city for refusing to make Repairs &amp; Tenant Harassment : Call 311 or Complain Online: https:/…,,,,
413165,2018-02-05T21:36:39Z,02/05/2018,960628260152410114,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628260152410114,TRUE,TRUE,,,,,,,RT @EqualFlatbush: FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he provides a NEW stove and fridge for the Caribbean fam…,,,,
413166,2018-02-05T21:36:36Z,02/05/2018,960628248588767232,BANgentrifying,894,236,3,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628248588767232,TRUE,TRUE,,,,,,,RT @EqualFlatbush: YES ! Isaac Pollack is a RACIST SLUMLORD ! ARREST Racist Slumlord Isaac Pollack for Tenant Harassment :https://t.co/zWi8…,,,,
413167,2018-02-05T21:36:34Z,02/05/2018,960628238396608514,BANgentrifying,894,236,2,"arrestisaacpollack, CrownHeights",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628238396608514,TRUE,TRUE,,,,,,,RT @EqualFlatbush: NEW #arrestisaacpollack signs up in #CrownHeights FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he pro…,,,,
413168,2018-02-05T21:36:31Z,02/05/2018,960628228154159105,BANgentrifying,894,236,2,"arrestisaacpollack, CrownHeights",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628228154159105,TRUE,TRUE,,,,,,,RT @EqualFlatbush: NEW #arrestisaacpollack signs up in #CrownHeights FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he pro…,,,,
413169,2018-02-05T21:36:29Z,02/05/2018,960628216334553091,BANgentrifying,894,236,2,EmpireBlvd,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628216334553091,TRUE,TRUE,,,,,,,RT @EqualFlatbush: #EmpireBlvd FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he provides a NEW stove and fridge for the C…,,,,
413170,2018-02-05T21:36:25Z,02/05/2018,960628203407790080,BANgentrifying,894,236,12,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628203407790080,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Isaac Pollack is a notorious slumlord who has allowed a Caribbean family to go without a working stove and fridge since…,,,,
413171,2018-02-05T21:36:22Z,02/05/2018,960628188316688387,BANgentrifying,894,236,2,"arrestisaacpollack, CrownHeights",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628188316688387,TRUE,TRUE,d,h,up,"104 Empire Boulevard, Crown Heights, Brooklyn, NY",Equality for Flatbush; https://equalityforflatbush.tumblr.com/post/170381827432/action-alert-for-104-empire-blvd-caribbean-family,,RT @EqualFlatbush: NEW #arrestisaacpollack signs up in #CrownHeights FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he pro…,,,,
413172,2018-02-05T21:36:19Z,02/05/2018,960628175456931840,BANgentrifying,894,236,10584,,,@Essence,http://twitter.com/BANgentrifying/status/960628175456931840,TRUE,TRUE,c,c,m,none,B.A.N.; https://bangentrification.org/,,"RT @Essence: Trayvon Martin should be celebrating his 23rd birthday right now, but instead, we're uplifting his memory and pressing forward…",,,,
413173,2018-02-05T21:36:14Z,02/05/2018,960628157312307201,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/960628157312307201,TRUE,TRUE,d,h,"o, descriptor","104 Empire Boulevard, Crown Heights, Brooklyn, NY",Equality for Flatbush; https://equalityforflatbush.tumblr.com/post/170381827432/action-alert-for-104-empire-blvd-caribbean-family,,RT @EqualFlatbush: 📷 Please continue to FLOOD  Isaac Pollack with calls : (347) 680.5393 !  Demand that he provides a NEW... https://t.co/K…,,,,
413174,2018-02-03T18:12:12Z,02/03/2018,959852034500513792,BANgentrifying,894,236,1,BKStories,,"@BRICTV, @BANgentrifying",http://twitter.com/BANgentrifying/status/959852034500513792,TRUE,TRUE,c,b,up,none,B.A.N.; https://bangentrification.org/,,"RT @BRICTV: Meet @BANgentrifying, an organization dedicated to working against displacement. #BKStories https://t.co/7fRYGRJNsC https://t.c…",https://t.co/7fRYGRJNsC,https://buff.ly/2EdKVqC,,
413175,2018-02-02T21:10:44Z,02/02/2018,959534574748491776,BANgentrifying,894,236,2,CrownHeights,BANgentrifying,@BANgentrifying,http://twitter.com/BANgentrifying/status/959534574748491776,FALSE,FALSE,d,h,"o, descriptor","Brooklyn, NY",B.A.N.; https://bangentrification.org/,,@BANgentrifying is mobilizing for 2/13 CB9 meeting to SAY NO to potential REZONING plans for #CrownHeights!   Come… https://t.co/FC7ZftKlQT,https://t.co/FC7ZftKlQT,https://twitter.com/i/web/status/959534574748491776,,
413176,2018-02-01T18:30:21Z,02/01/2018,959131825993068545,BANgentrifying,894,236,4,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/959131825993068545,TRUE,TRUE,d,h,p,"104 Empire Boulevard, Crown Heights, Brooklyn, NY","Equality for Flatbush, https://equalityforflatbush.tumblr.com/post/170381827432/action-alert-for-104-empire-blvd-caribbean-family",,RT @EqualFlatbush: 📷 Action Alert for 104 Empire Blvd: Caribbean family has not had a working stove or fridge since... https://t.co/pdZRC2f…,,,,
413177,2018-02-01T18:30:19Z,02/01/2018,959131816568541184,BANgentrifying,894,236,2,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/959131816568541184,TRUE,TRUE,d,h,"o, retweet","104 Empire Boulevard, Crown Heights, Brooklyn, NY","Equality for Flatbush, https://equalityforflatbush.tumblr.com/post/170381827432/action-alert-for-104-empire-blvd-caribbean-family",,RT @EqualFlatbush: 2/1/18 Action Alert for 104 Empire Blvd: Caribbean family has not had a working stove or fridge since 2016!!! FLOOD Isaa…,,,,
